cct,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR0734Z,4,8,14,-24,-8,-1,-6,1,5,0,3,2,4,-4,20,-1,-26,-29,1,-21,-23
32DPR2381A,-13,-3,-7,-11,-11,-5,16,28,9,-5,17,2,-17,-4,-26,0,-13,10,13,-11,13
32DPR1052B,-7,-9,0,-5,-2,-3,-3,-6,-4,3,-2,1,3,4,-1,0,3,-6,-4,6,-3
32DPR1099W,-5,-5,-10,-10,-4,-4,6,5,4,6,5,4,-5,0,3,-7,1,2,-10,6,-14
32DPR1184T,0,1,-4,-4,-14,1,-10,6,7,-5,5,1,1,2,-5,-2,1,4,6,4,7
32DPR1848H,-16,22,9,-13,2,-13,7,-3,9,15,7,12,23,-9,-54,-3,-11,-16,-18,-27,3
32DPR0710P,-6,13,-4,2,-11,8,-10,-2,1,4,-5,1,-7,3,-6,-9,-2,-10,3,2,-3
32DPR1160J,8,-13,17,-13,-1,-1,11,-4,-19,-3,12,-9,2,-11,8,-7,0,-3,-3,3,-1
32DPR1075M,-17,-4,-2,-31,-7,7,-13,-2,-10,8,-3,4,-11,8,26,2,5,15,-1,10,-5
32DPR0868O,13,37,-1,-11,-6,13,4,-2,-22,-27,-10,-25,30,13,-18,-10,-23,13,-4,-8,-4
32DPR0602H,0,-3,-4,0,2,-2,0,-3,3,1,0,2,-3,4,4,2,-4,1,1,-3,0
32DPR1714S,0,-2,1,-2,-1,0,1,1,0,-2,-2,-2,4,-1,0,2,-1,0,-1,1,-3
32DPR0759H,-6,0,16,7,-7,-4,6,0,-2,-5,2,-2,0,-3,3,-7,-5,-1,7,1,7
32DPR0180Q,-19,-8,3,-24,18,4,-16,4,-8,8,-3,4,-15,11,-5,-1,-17,-5,-6,-1,1
32DPR0844E,0,-2,4,-4,-4,-1,-2,-12,-3,-1,1,1,5,-3,1,1,0,-1,-2,-1,-1
32DPR0381N,-6,-3,6,1,-10,-2,3,4,-1,11,-2,4,9,3,-1,2,1,-9,0,-11,-2
32DPR0296Q,-3,-2,-12,6,-7,9,-7,0,2,7,0,4,1,4,-8,-10,6,-6,3,-1,2
32DPR1168B,8,-4,-24,29,13,-30,14,-12,25,-21,-4,7,-14,16,-11,4,10,22,-23,-14,10
32EPR0082O,-7,6,17,2,34,7,25,-1,54,11,36,19,23,24,7,0,20,-12,10,6,9
32DPR0609A,-1,-8,0,4,-9,2,-5,2,-1,-3,0,-2,4,7,-3,4,-3,-2,-1,3,12
32DPR1494X,-8,8,11,1,-9,-4,-2,0,-2,-1,2,-5,-8,0,0,-4,7,14,11,2,-1
32DPR0187J,-13,-13,3,-4,-4,-5,-3,-7,-2,1,1,1,-3,-2,1,6,-6,-4,8,0,-4
32DPR0935W,-1,7,8,-7,6,0,-7,0,-3,-4,-1,-4,9,-5,-1,2,1,-1,-3,4,-2
32DPR2233S,-34,-3,20,8,3,-1,-28,-4,3,21,29,29,-9,-5,2,1,1,-8,-2,-2,3
32DPR0030J,1,-7,-3,0,-5,2,-2,-1,-2,1,0,0,0,-3,2,-2,-1,2,1,-1,-1
32DPR1470N,-2,-7,-7,1,1,2,2,-3,-6,3,-4,-2,-4,1,3,-3,4,-1,4,-4,1
32DPR1385Q,-16,9,4,-4,-3,-9,-2,-4,2,1,12,4,10,7,9,42,8,11,2,8,14
32DPR0912L,-22,-17,7,-22,-6,-10,3,-4,-2,17,-2,7,-12,4,18,0,-2,-12,-7,-2,-7
32DPR0827O,-8,-4,6,-1,-6,10,0,-2,6,7,-6,3,-17,-11,-4,22,14,-8,-3,-11,-4
32DPR1143T,-7,-13,-5,-14,-12,-15,-1,1,2,7,12,12,-12,11,9,-3,1,2,-2,-5,-7
32DPR2452E,25,23,32,1,-2,13,17,49,21,28,2,20,15,8,19,15,9,-6,-18,22,10
32DPR1939Z,5,-7,-7,-8,-40,-25,25,-12,2,28,-5,15,-34,23,4,-25,-16,14,9,-1,19
32DPR1276J,4,-6,-9,1,2,1,-1,-2,4,-4,6,-3,18,-3,-4,-7,10,1,0,1,1
32DPR1361G,8,2,10,-5,-5,7,4,19,7,17,-13,9,-40,7,5,-4,-4,7,23,-13,-15
32DPR0718H,-2,-6,1,-2,-5,11,0,0,0,6,13,13,-33,6,-3,7,-4,4,-3,-4,2
32DPR0803E,0,-7,-5,-6,-1,-6,1,0,1,2,-2,1,-1,-3,3,0,-1,3,3,-4,0
32DPR1034M,0,11,-15,-14,-9,-7,0,-13,5,-8,10,-2,-4,1,9,-5,2,-1,0,3,0
32DPR0163Z,-4,8,3,0,2,0,1,-1,1,1,-2,1,-10,-5,-2,-2,-4,-1,2,2,1
32EPR0083N,-16,24,-2,18,20,35,20,4,35,16,18,24,-18,-38,-14,6,2,-23,-31,29,-20
32DPR1915P,0,22,-2,-2,0,10,2,5,13,6,13,8,12,-3,20,17,6,6,2,2,-7
32DPR1167C,2,-4,4,-3,-6,12,-5,-6,5,4,-6,2,-11,1,-14,-2,2,-3,0,-5,-2
32DPR0380O,-7,-19,5,0,-18,-2,-8,-2,-3,-5,6,-4,0,-3,-3,4,-9,-9,-2,2,5
32DPR0295R,5,0,1,-11,5,-7,-2,-4,-5,0,1,1,0,1,1,-6,-5,-3,1,-2,-1
32DPR1057X,7,-32,5,-11,-29,-1,13,1,15,5,0,0,-21,-3,-1,-4,0,-2,35,1,6
32DPR1142U,-3,-9,-6,-20,-7,3,-9,3,-1,5,1,3,-7,-3,-14,4,-5,-3,3,-6,3
32DPR0934X,-7,-11,1,-2,-1,0,-3,0,-4,7,0,4,-7,0,-6,-3,1,1,-1,-1,-1
32DPR0849Z,2,-36,-54,-52,-20,-11,46,21,1,25,-4,27,-109,-2,-27,-60,-20,15,-47,-9,-10
32DPR0271H,-1,3,9,-15,1,3,-2,0,-4,1,-3,1,1,-5,4,1,2,-6,-4,1,1
32DPR0186K,-21,-15,12,5,17,3,34,-1,-29,-21,36,-2,9,-15,-21,-17,-14,3,1,-3,-16
32DPR1493Y,-3,4,-7,18,-13,15,1,-3,31,32,9,31,-51,0,-26,-20,3,-1,-1,-2,-12
32DPR1033N,-6,-9,-12,-10,-7,-4,-3,3,-1,-5,1,-3,3,-7,0,6,3,-1,1,4,1
32DPR0078C,-2,-4,-6,18,6,-3,-13,4,5,-6,-3,-1,-8,19,7,-3,14,-8,-4,-30,-13
32DPR0911M,1,-7,-8,7,8,-4,-31,-8,3,10,8,8,-2,-21,-5,5,-12,-2,0,-7,-9
32DPR1384R,7,3,-2,0,-5,1,-1,-8,-10,0,-2,-5,1,11,-1,3,-4,2,-1,1,0
32DPR1299U,-13,1,-12,-1,-10,2,-3,-8,-5,-10,14,-13,10,3,-13,15,-1,-4,3,-4,-1
32DPR0053U,3,-4,4,-4,2,6,-8,-1,1,1,1,1,0,3,-10,3,-2,-1,1,3,1
32DPR1275K,1,-1,-4,-7,1,2,4,-4,-1,2,-8,2,-1,2,-1,-1,9,-1,-1,-2,1
32DPR0959F,-7,-8,-1,-2,-10,4,-5,1,-8,-3,-1,-5,4,2,-1,2,-2,2,-2,0,2
32DPR1251A,-12,-9,1,-2,-9,1,0,9,-10,0,11,-4,4,0,1,1,2,-7,-6,2,1
32DPR0294S,0,3,-1,-6,-6,-7,3,3,-6,-2,3,-3,4,-4,5,0,0,0,-3,-1,-3
32DPR1166D,-8,-2,1,-3,5,-7,-2,1,3,-4,3,-1,-1,-7,-13,2,-3,-2,1,2,-2
32DPR0933Y,-4,-7,-8,8,-14,-3,-7,-3,3,0,6,2,3,3,-3,0,1,-5,4,-1,6
32DPR1056Y,-4,-12,-7,1,1,1,-1,-1,-5,2,-1,0,-13,-1,0,1,-1,-1,-1,1,-1
32DPR1141V,-5,0,0,1,0,4,-7,-2,8,-2,-1,2,-22,4,0,1,-1,-2,-6,4,-7
32DPR0824R,0,-3,-1,-4,0,-3,-4,2,-1,1,2,2,-6,2,-1,3,-2,0,-2,2,-3
32DPR1492Z,-10,-10,16,-8,0,0,-2,-5,-1,-3,-5,-5,0,-2,-1,3,13,0,5,0,9
32DPR0185L,-35,-14,25,19,-3,-6,-4,8,5,-20,28,-4,12,12,-25,-11,6,-11,-11,10,-11
32DPR2320N,-4,-5,2,-8,3,-2,-2,-1,2,0,-4,-1,10,0,0,4,-3,-8,2,6,-4
32DPR0910N,-1,-5,2,-2,5,-3,-6,-2,-5,3,-6,-3,10,0,-3,-5,3,-3,-2,-4,2
32DPR1032O,-38,8,-25,1,0,9,7,-7,2,-4,0,-3,1,-5,21,10,10,-4,-8,0,-8
32DPR1383S,0,-9,0,-3,2,-18,-4,-1,-4,-1,0,0,7,-6,-2,-2,-3,-1,0,-3,2
32DPR1298V,0,-5,-2,3,-10,-1,-7,-3,0,-2,4,0,9,1,-12,-5,2,-2,-4,-3,6
32DPR0077D,3,20,9,41,26,15,-7,22,11,51,9,14,29,-9,28,-7,2,-9,2,-1,-7
32DPR0162A,-12,7,0,-3,-14,-4,-1,-1,2,-6,10,-4,22,-4,-8,0,-7,8,-1,19,6
32EPR0080Q,-7,12,22,-28,-42,7,-15,-21,-11,-37,0,-25,-17,10,-61,-11,-9,3,9,-7,4
32DPR0958G,-2,0,0,2,7,-7,0,3,3,-4,0,2,19,1,6,2,29,7,-20,-4,23
32DPR0801G,18,18,66,-1,-16,17,1,-21,-15,-6,-4,-15,-4,2,-19,8,-44,-26,19,-11,-24
32DPR1274L,-16,-25,-20,-13,-4,-6,-16,-13,-12,-7,3,3,-1,-14,11,11,-9,-3,9,-9,1
32DPR1189O,-11,-3,0,2,-3,-3,-4,6,0,-2,2,1,6,0,-1,-8,2,-2,2,5,-13
32DPR1719N,-3,-3,1,-4,-3,-2,-3,3,-1,-3,4,-2,-4,-11,-4,4,-5,5,-1,0,-1
32DPR1491Z,-2,-19,-1,-9,-6,26,-5,31,28,-16,-1,14,-81,-11,-48,3,5,5,-9,6,8
32DPR0184M,-2,-1,-3,0,-6,6,1,0,-6,8,-3,1,-9,7,7,-1,9,6,3,-3,-7
32DPR0848A,-3,-24,0,-8,11,44,-13,13,-7,-22,5,-6,-4,4,-13,-4,7,20,-1,0,-13
32EPR0081P,28,9,-8,-47,0,-22,-22,-10,15,12,-21,2,-21,-6,-10,-2,12,31,27,11,-11
32DPR0932Z,-1,4,20,10,-18,8,-8,1,0,4,-4,2,-8,-5,11,-10,3,-11,-1,-2,2
32DPR1250B,-1,-4,5,-3,-18,6,10,-17,8,-3,-14,2,-8,-14,4,2,17,-20,1,0,2
32DPR2430T,11,0,-4,5,-7,5,-16,-6,-30,11,-1,-9,5,5,1,-17,-18,10,16,-5,-3
32DPR1165E,0,-5,-4,-6,-1,-3,-1,7,-7,4,0,-2,3,-2,-3,2,-1,2,4,-4,-1
32DPR1297W,8,-8,-1,-2,2,6,-3,-1,-3,2,-2,-1,-9,1,3,-3,7,0,2,-6,5
32DPR0075F,-2,-3,1,-1,-8,2,1,4,0,-1,4,0,-2,1,1,2,2,5,-5,2,4
32DPR0160C,-16,3,6,-2,5,-2,1,0,-3,6,-5,1,-6,11,-6,-14,-8,13,1,-13,4
32DPR1055Z,-5,-1,13,2,3,1,-2,5,-6,-2,-6,-4,-4,-2,-1,4,1,-22,0,0,3
32DPR0823S,-3,0,-5,-8,-7,1,2,-7,3,2,6,3,-5,0,4,-5,-1,-1,3,-2,1
32DPR0738V,2,0,-3,-8,-10,-2,5,5,-11,-4,1,0,0,-16,-4,3,1,-4,-4,2,2
32DPR1273M,-9,6,1,4,3,11,-13,-4,-5,1,4,-3,-2,1,-16,24,3,3,7,-3,3
32DPR1188P,6,-17,-2,1,-12,21,-8,7,8,4,0,5,-12,6,-1,15,14,11,4,7,17
32DPR1031P,-7,-3,5,-4,-4,-8,8,5,6,-3,23,-1,-8,0,19,-9,-6,-2,11,-1,-17
32DPR0715K,-3,-3,0,3,-2,-2,5,4,1,-5,-14,-14,8,-12,-4,5,8,7,1,17,-13
32DPR0161B,3,3,9,-3,0,-8,7,-4,-7,4,-3,-1,13,1,-13,5,0,-9,-5,2,3
32DPR0957H,3,-5,3,-8,4,2,-9,-15,0,2,2,2,-8,0,3,-4,5,-1,2,-2,-1
32DPR1164F,-1,18,-4,0,19,-23,38,14,-10,-2,7,-6,1,-23,-16,30,-8,33,10,10,21
32DPR1079I,-5,7,11,-8,-9,7,-2,6,-5,6,5,5,-14,1,-12,3,-2,1,-3,3,-11
32DPR0606D,1,3,2,3,-2,-6,1,-5,2,1,0,0,-4,6,-2,0,4,3,2,-4,1
32DPR0051W,2,-3,-5,7,-8,-1,1,7,4,-6,6,1,0,-5,-1,-2,-1,1,-3,2,-2
32DPR1366B,-5,-1,-17,-4,-7,2,-2,-1,-11,1,0,0,-4,6,-12,-2,1,-8,-1,-2,1
32DPR0167W,3,-6,-10,0,-7,-6,0,6,5,-7,-1,0,-4,-5,1,2,4,-6,2,-6,-5
32DPR1124E,-13,-10,3,1,4,-3,-4,6,10,2,-2,2,-21,3,-14,-1,-1,1,5,-16,-9
32DPR1039H,-7,-30,-2,9,-10,-8,9,6,-14,1,11,-7,-5,-6,4,1,-16,8,9,-3,-3
32DPR0807A,1,-5,-5,0,-1,1,-3,-3,3,-1,-5,0,0,4,2,0,3,-3,-2,-2,1
32DPR0385J,0,-4,7,1,-1,2,-1,4,0,-4,3,0,-7,-1,-4,0,3,-3,1,3,-4
32DPR0470G,-4,4,-11,-6,-4,-6,2,4,-12,10,-4,-1,-6,4,0,-6,-2,4,3,3,2
32DPR1014Z,-7,-1,4,-9,-5,17,-6,-15,10,-10,7,-4,13,-4,2,-7,-10,-1,-17,19,5
32DPR0143M,-1,-1,-6,1,-12,2,2,-2,-17,-2,0,-5,7,3,1,-5,26,-3,-2,1,0
32EPR0171H,5,21,16,-11,36,14,11,10,2,22,-8,13,14,11,14,-14,18,18,11,2,3
32DPR1583Q,-7,-15,-4,-12,-1,12,-11,-13,5,-8,2,-5,1,-5,-10,-6,-3,2,2,-3,3
32DPR1498T,-9,-19,-4,0,-2,10,-10,-4,0,-5,0,-4,5,5,-11,-1,-1,-3,10,-2,-5
32DPR0277B,5,2,2,-9,-1,-10,-5,0,-2,4,-3,0,3,-2,4,-3,1,-3,1,-5,3
32DPR0120B,2,5,3,-3,-1,-7,-10,-3,-1,0,-6,-1,2,3,7,-1,-1,-1,5,5,-5
32DPR1341T,0,2,5,-2,-3,-3,1,0,3,-5,3,-1,2,0,0,-19,3,1,-3,-5,2
32DPR2254E,-2,1,-3,-24,-21,-13,-17,0,10,33,16,27,-16,32,18,8,34,-1,5,6,5
32DPR1474J,11,-8,-8,11,11,-6,1,12,27,2,4,9,-5,7,-25,-10,3,-11,0,0,2
32DPR1389M,19,13,1,-17,-6,4,-3,-14,-23,-6,1,-11,-8,-7,-22,21,26,4,26,-3,1
32DPR0010W,-1,6,-1,0,1,-1,0,1,0,4,4,4,9,2,4,-3,-5,2,-6,-4,-6
32DPR0916H,5,-18,-19,14,-2,1,4,1,7,-5,-8,-8,4,2,16,-1,1,8,16,6,2
32DPR0361Z,-7,-4,3,10,-5,3,4,2,-3,-2,-6,-4,-2,-4,-3,-4,4,-1,2,1,-2
32DPR1147P,-11,-4,0,-3,-12,4,-3,4,-2,9,7,7,-12,4,1,3,0,5,-3,2,2
32DPR1232M,-2,-3,-5,-13,-1,6,-3,1,-2,-3,2,-3,20,0,3,1,11,-11,11,4,-2
32DPR0806B,-1,-11,6,-11,-9,-1,3,0,-2,-1,-1,-1,14,-4,-3,2,-1,-1,-4,0,-3
32DPR2363L,10,41,41,26,85,65,33,31,-47,0,15,-15,43,-8,-11,-2,15,-34,-16,-10,18
32DPR0142N,0,-2,-5,-4,1,1,-10,-2,7,-2,-3,-2,-8,4,0,6,10,-3,4,-10,-2
32DPR1365C,-1,4,-2,-4,1,-1,-1,-1,2,1,6,2,-19,-1,-2,0,2,3,0,-3,-6
32DPR0057Q,-3,-1,-8,-1,2,-5,-1,1,-3,5,-2,10,-10,-1,1,0,-1,-1,-3,2,1
32DPR2012H,-5,26,38,-3,31,18,91,-23,48,20,-5,34,-29,4,-2,14,4,2,-27,-12,-14
32DPR1038I,-12,-13,-8,-3,-12,2,4,4,-13,-3,5,-5,-3,-5,-9,3,3,-6,6,3,15
32DPR1123F,-1,1,-19,0,3,-2,1,-2,1,-1,1,-1,1,-1,2,3,18,4,1,5,-5
32DPR0493R,4,-3,-2,1,1,1,-3,5,0,7,-1,2,14,-7,-3,2,2,-3,4,-4,-6
32EPR0172G,31,6,4,1,-3,1,14,0,6,-1,16,1,-19,-2,3,19,14,12,18,-16,6
32DPR1340U,0,-2,-3,-1,-2,2,-3,-1,1,2,3,3,-1,1,-4,-4,-3,0,-5,0,4
32DPR0033G,-2,-5,-3,-8,2,0,0,-4,3,-1,-1,-1,6,-2,-4,-4,4,0,0,2,5
32DPR1013Z,-8,4,-6,1,10,-2,-3,-2,1,-5,-5,-5,6,5,-1,0,1,0,2,-4,-8
32DPR0384K,20,-11,-2,-9,4,-7,1,-5,-1,-1,-2,-3,3,-1,3,3,0,3,0,2,-2
32DPR1146Q,3,-2,0,-1,-6,-1,0,9,4,0,3,1,2,-5,-1,3,1,2,-6,4,-3
32DPR0276C,-4,-10,-19,-2,-17,5,-7,-4,-1,-5,-5,-5,-6,7,-6,4,11,15,5,-10,-4
32DPR1231N,-28,-4,5,1,-1,-3,-1,4,5,-9,-8,-8,9,0,-13,6,-5,-6,-1,5,-5
32DPR0939S,-14,-29,-9,-8,-12,7,3,1,-4,-25,-3,-15,4,-8,18,19,0,2,3,4,-4
32DPR0034F,-1,0,-1,-5,3,1,10,-4,-4,13,0,1,-12,-2,-1,-5,1,2,-1,0,2
32DPR1497U,-5,-1,-8,-12,-1,-4,-14,-15,13,-21,-8,-7,32,26,-25,0,2,-1,7,-11,36
32DPR1122G,-8,16,-6,1,0,-21,4,3,0,-5,14,-4,0,-8,-1,12,-3,21,-16,-5,-5
32DPR0251U,-4,4,-4,-1,0,1,-5,-3,-4,-4,-4,-4,5,7,-4,-2,-4,1,-2,-1,1
32DPR0166X,5,-9,-7,3,-7,0,1,-3,2,4,4,4,2,4,-20,-8,8,-16,5,5,-6
32DPR0915I,-5,12,6,2,7,-1,11,14,12,-8,-9,-9,-8,-2,-3,8,-5,11,3,-11,-4
32DPR1388N,-2,-7,-9,-13,0,-4,0,-12,-1,0,1,1,-5,3,0,-3,2,-3,5,4,9
32DPR1473K,-5,2,1,2,-1,-1,6,-5,-3,-5,-4,-4,-9,3,3,0,2,0,-2,4,2
32DPR0141O,2,-4,14,-1,3,1,3,-2,1,1,0,0,0,-2,-6,0,1,-1,19,1,-2
32DPR2364K,0,-2,-1,13,-6,-7,-1,3,-3,-5,0,-4,4,-2,0,2,-8,-4,4,7,0
32EPR0084M,-3,-25,-11,0,7,19,-1,7,-26,-16,-8,-21,-24,-21,-1,11,40,18,1,0,0
32DPR0805C,-9,-9,-1,-3,-8,0,0,11,-2,1,10,1,-1,-5,-3,0,0,2,8,-3,-2
32DPR0492S,-3,-14,-8,-40,-15,-6,10,-3,22,-5,-6,-6,5,4,-6,16,-4,3,9,20,3
32DPR1364D,-2,1,-7,-4,0,0,-6,1,-14,1,-4,-6,16,0,-8,-2,7,5,-5,-5,-5
32DPR0032H,5,-13,7,0,-7,1,0,-6,6,9,-5,2,-12,6,-5,1,1,1,1,1,-2
32EPR0060C,29,15,14,-35,-8,11,8,-1,15,21,0,11,17,-1,-31,-17,12,-3,-18,4,-17
32DPR2388U,3,-4,4,1,-1,-2,-2,-6,-4,-3,8,-6,8,3,-6,7,3,6,-2,5,0
32DPR0298O,-7,-5,-1,-8,-7,-6,1,3,1,-6,0,0,9,-6,2,3,0,-3,-3,4,1
32DPR0383L,1,-12,7,9,-7,-5,-1,-2,-7,4,-9,-1,1,-19,-23,-7,1,26,1,-2,-3
32DPR1690Z,-1,9,-2,-3,-4,-1,-1,0,2,0,8,2,0,-6,-1,2,1,-5,1,3,4
32DPR0938T,-33,-10,-5,-3,17,6,26,6,2,11,4,6,2,2,2,3,5,-25,10,7,0
32DPR1145R,-5,-7,3,2,-13,-7,13,-2,-1,1,3,2,-2,4,2,-11,-4,-14,-5,-3,-7
32DPR1230O,-9,0,-4,-2,-2,3,1,4,1,0,2,2,-4,-4,-1,-2,1,-4,-1,5,-2
32EPR0061B,-8,27,11,-1,39,-12,5,-16,-6,7,-3,3,-66,17,-24,-1,7,-16,-32,0,12
32DPR1809F,3,-35,-31,-20,-12,10,-28,12,-8,14,-4,8,-8,-20,6,-8,5,-2,5,-2,1
32DPR1496V,-10,10,-4,-8,3,-2,1,2,3,1,3,2,-5,-5,-2,-4,9,4,6,16,0
32DPR0360A,-12,-4,15,-2,-18,1,-1,-2,-2,-7,4,-5,2,-1,4,-4,-1,8,-6,14,-7
32DPR0250V,-11,-21,-5,-5,-4,-6,-3,-6,1,-4,4,-2,0,4,-13,-2,-2,6,2,4,-2
32DPR0165Y,10,-4,-1,-2,7,-45,-11,35,21,15,-19,11,-15,16,-37,3,21,18,7,1,5
32DPR0829M,0,-2,1,-1,5,8,1,-3,10,1,0,0,-9,-1,-11,3,-3,-2,0,-3,-3
32DPR1036K,-1,-4,-3,2,-1,-2,-1,0,2,-3,6,-1,-1,3,-3,-3,-1,-2,0,1,3
32DPR1121H,-3,2,-3,3,-5,-9,6,3,4,-4,5,1,6,-6,-5,-1,-4,1,15,5,3
32DPR2256C,-7,-5,0,-12,-5,-2,2,6,-2,-1,7,-1,-10,-3,-4,-1,7,6,-2,-7,9
32DPR1472L,3,-11,65,-10,46,-7,0,1,59,7,-6,21,-57,-12,-20,18,9,19,-27,-7,-27
32DPR1387O,-10,-3,-6,-1,-2,-14,6,1,-1,-2,-2,-2,6,7,-10,-6,3,3,-1,0,-6
32DPR1012A,-11,-4,-14,-9,-13,0,2,0,-2,-2,0,-2,-4,1,1,-1,0,3,-5,0,1
32DPR0382M,3,-6,-5,-15,3,2,-7,-4,0,-19,-3,-10,12,-7,3,-1,-7,0,4,5,-5
32DPR0140P,-12,-11,-8,4,-3,-8,4,4,11,12,12,12,10,-18,16,-6,3,-4,1,10,-18
32DPR0055S,-12,2,1,-5,-3,2,-4,-1,0,0,2,2,-12,-1,-2,-1,-2,-2,3,3,4
32DPR1363E,6,3,8,10,5,9,-8,23,-7,-3,-3,-3,-2,-4,16,1,-10,-7,13,-8,3
32DPR0188I,-4,-18,-4,8,14,8,-24,4,-5,-10,9,0,-15,-5,2,3,8,8,13,8,2
32DPR2450G,29,16,27,11,7,9,-3,6,24,31,29,28,7,6,20,6,-1,0,1,-2,17
32DPR1495W,-18,-16,6,15,-12,-10,-4,10,-14,-25,-9,-20,22,5,2,21,10,-9,-1,3,11
32EPR0170I,-4,20,-18,0,-13,1,6,-9,8,0,3,1,0,-6,-36,-3,5,-14,-13,2,9
32DPR0936V,-25,-22,-1,-21,-28,-13,-5,14,28,32,15,30,-20,-6,7,-11,-12,6,23,3,12
32DPR1169A,-18,18,-5,-7,-17,-5,-17,-12,48,-6,13,21,-3,-6,-49,-19,-6,2,12,19,27
32DPR1386P,8,-17,9,-5,1,-9,6,3,-10,0,-4,-5,11,-3,11,-9,3,1,9,1,7
32DPR1471M,1,-10,1,-4,-1,0,-14,0,2,-5,1,-2,9,9,-11,-1,4,-1,-2,0,-4
32DPR0828N,9,-9,8,-18,-26,-5,5,2,3,-4,-2,-2,7,13,-25,-12,5,19,58,-3,-7
32DPR0274E,-4,-9,0,-2,-2,0,0,0,4,-2,6,0,2,2,-2,2,-5,-1,-2,-5,5
32DPR1144S,-1,-10,6,-5,-12,0,-4,-4,-7,0,4,4,-6,4,-6,-3,8,0,1,0,3
32DPR1059V,3,-14,8,-1,-2,-2,-2,-4,-1,0,-2,-1,4,-1,-1,3,0,0,-3,-2,-4
32DPR0189H,-1,-11,5,-1,-9,7,11,16,0,-4,12,8,-8,-4,-16,-1,-5,1,-8,-14,7
32DPR1362F,-5,-4,16,-12,-11,14,-7,-3,-5,22,-2,8,-3,-2,-1,-9,2,-5,4,16,3
32DPR0491T,9,17,-41,5,-12,-2,-9,0,4,-19,33,-8,-15,23,-6,-8,4,-18,1,9,-15
32DPR0804D,-9,-23,-1,-16,0,15,1,26,28,-9,13,-2,7,-5,-16,5,13,-21,-28,3,-9
32DPR0719G,-13,5,9,-19,-19,9,9,4,5,-1,12,2,-16,-3,-22,18,-12,-7,7,1,21
32DPR1035L,3,-2,-8,-4,-4,-4,8,43,2,9,9,9,17,-14,7,-3,5,-6,20,2,-24
32DPR0164Z,2,5,2,4,2,7,-3,-3,6,-6,3,-2,-2,0,-7,1,-10,8,-6,2,1
